migration_rate,biotic_coeff,fixed_interaction_mat,abiotic_coeff,selection_coeff,diversity_index
1.0,1.0,10,2.0,0.12,2.4036766916098706
1.0,0.0,6,0.5,0.12,2.590894222805918
1.0,0.1,7,0.1,0.5,0.0709346342937949
1.0,0.5,3,0.1,0.5,0.06725343321005384
1.0,0.5,10,0.0,0.01,2.430538952321623
1.0,1.0,6,0.0,0.01,2.125951093053899
1.0,1.0,1,1.0,0.01,2.2169945213408093
1.0,0.1,7,0.5,0.01,2.6961278875185872
1.0,0.5,7,5.0,0.5,2.490810321261667
1.0,0.1,10,5.0,0.01,2.675991090861263
1.0,0.5,3,0.5,0.01,2.4940426467588908
1.0,1.0,2,0.5,0.12,2.0445705896313044
1.0,0.0,4,1.0,0.12,2.58604152225338
1.0,0.1,8,0.1,0.5,0.06879925183473382
1.0,5.0,7,0.1,0.5,0.06680825873128989
1.0,1.0,1,0.0,0.01,2.4668290304915894
1.0,0.5,2,0.1,0.12,2.4729694281748853
1.0,2.0,4,0.1,0.12,2.1972713860178588
1.0,2.0,1,0.0,0.12,2.3684394072933834
1.0,0.5,9,0.5,0.01,2.5864649197715104
