migration_rate,biotic_coeff,fixed_interaction_mat,abiotic_coeff,selection_coeff,diversity_index
0.0,0.0,6,2.0,0.12,2.5917477073674653
0.0,2.0,1,0.1,0.5,0.0653728624401309
0.0,0.1,4,1.0,0.5,0.7216711329923593
0.0,0.0,1,0.0,0.5,2.476026364543699
0.0,0.5,1,5.0,0.01,2.400897295967259
0.0,0.5,10,0.1,0.01,2.376151450424211
0.0,0.5,5,1.0,0.12,2.4250732593816875
0.0,2.0,10,0.5,0.12,2.408872614555136
0.0,1.0,2,2.0,0.12,2.5408925931898914
0.0,2.0,4,1.0,0.01,2.2415391840170065
0.0,2.0,7,2.0,0.5,2.063493248069547
0.0,1.0,4,2.0,0.5,2.1050488449915035
0.0,0.1,7,1.0,0.01,2.4400848967537834
0.0,0.0,1,1.0,0.12,2.5826192187005996
0.0,1.0,1,5.0,0.12,2.1897478574936424
0.0,0.0,10,5.0,0.5,2.576137423402853
0.0,1.0,3,2.0,0.12,2.0960924004653982
0.0,5.0,4,0.0,0.5,0.06681355122016233
0.0,2.0,8,2.0,0.5,2.0642344903382885
0.0,5.0,6,0.5,0.12,2.559617428233117
0.0,0.5,3,0.0,0.01,2.3596769945462563
0.0,2.0,8,1.0,0.5,1.8251836809191309
0.0,0.0,6,5.0,0.01,2.5940985461381487
0.0,0.5,10,0.5,0.12,2.3758302091395405
0.0,5.0,2,5.0,0.01,2.1680163248097726
0.0,5.0,4,1.0,0.12,2.4160695725331216
0.0,5.0,5,5.0,0.12,2.3044315197951812
0.0,2.0,3,5.0,0.5,2.2206673450280037
0.0,1.0,7,1.0,0.01,2.362861818354205
0.0,0.0,2,1.0,0.01,2.594735073460734
0.0,2.0,9,5.0,0.5,2.4671900545717302
0.0,1.0,5,5.0,0.12,2.4396460021907362
0.0,1.0,7,0.0,0.01,2.497991076272186
0.0,2.0,4,5.0,0.5,2.1553001802407867
0.0,0.0,2,0.0,0.01,2.5924621166059825
0.0,1.0,4,0.0,0.12,2.414644433404954
0.0,0.0,9,2.0,0.01,2.5894460488167024
0.0,0.1,6,0.0,0.5,0.06941697697978905
0.0,0.1,7,5.0,0.5,2.5108348719945455
0.0,0.5,3,5.0,0.5,2.5378233443036216
0.0,0.0,1,0.1,0.5,2.520631429011237
0.0,2.0,3,0.5,0.5,0.4580530273949302
0.0,0.1,6,2.0,0.12,2.5947964185979555
0.0,5.0,3,0.1,0.5,0.06564811780941317
0.0,0.1,1,0.0,0.5,0.0677679065524279
0.0,0.1,8,5.0,0.5,2.4611395091529027
0.0,5.0,6,0.0,0.5,0.06572455709261868
0.0,0.5,10,1.0,0.5,1.7534651209066225
0.0,0.5,2,5.0,0.12,2.4788757091130567
0.0,0.5,2,0.1,0.01,2.447074857450572
0.0,5.0,6,2.0,0.12,2.3210347233053796
0.0,0.5,8,1.0,0.12,2.4310133838008983
0.0,2.0,10,0.0,0.12,2.1689007366525472
0.0,5.0,4,0.1,0.5,0.06995733062831526
0.0,0.1,7,5.0,0.12,2.566618990222478
0.0,0.0,8,2.0,0.5,2.587891884116628
0.0,0.1,7,0.5,0.5,0.13756358790413073
0.0,5.0,1,2.0,0.12,2.223505652400985
0.0,0.5,8,0.0,0.12,2.370457570723401
0.0,2.0,7,0.1,0.5,0.06960807410876296
0.0,5.0,4,0.5,0.01,2.4973086590527855
0.0,0.1,5,1.0,0.5,1.0130643648677367
0.0,0.0,7,0.0,0.5,2.565257398999027
0.0,0.0,5,0.1,0.5,2.5390227371374037
0.0,0.1,8,5.0,0.12,2.5660055167650064
0.1,0.1,10,0.0,0.12,2.512926414496762
0.1,0.0,2,0.0,0.12,2.5942515411164146
0.1,2.0,1,0.0,0.5,0.06711388042791916
0.1,5.0,1,1.0,0.01,2.3466244348298777
0.1,2.0,9,0.5,0.01,2.0996202052141935
0.1,0.0,7,2.0,0.01,2.590182003181315
0.1,1.0,3,5.0,0.12,2.437453454733737
0.1,1.0,3,0.1,0.01,2.410904731483336
0.1,0.5,5,0.5,0.12,2.4898918719595584
0.1,5.0,2,0.5,0.12,2.397234247410389
0.1,2.0,4,0.5,0.01,2.55695867149958
0.1,0.0,4,2.0,0.12,2.5957542705167973
0.1,0.1,5,2.0,0.01,2.707661356926048
0.1,5.0,4,0.1,0.01,2.417966971267673
0.1,1.0,1,1.0,0.01,2.018256249514584
0.1,1.0,9,5.0,0.12,2.5378047002306867
0.1,5.0,8,5.0,0.01,2.3696963671390576
0.1,2.0,5,2.0,0.5,1.733189797003093
0.1,2.0,1,1.0,0.12,2.555849647718975
